,Text,Aspect Term,Sentiment,Polarity
2478,pulisa k0 gundaa gardi ra raajanitika dala kaa jh0le le gardaa desa maa bhae kaa janataa le sadhaim duhkha paairahe kaa chhan yast0 ghinalaagd0 sarakaara k0 antya garaum gariba janataa khulera jiunu parne adhikaara sarakaara le milaah0s .,gundaa gardi,GENERAL,1
2479,pulisa k0 gundaa gardi ra raajanitika dala kaa jh0le le gardaa desa maa bhae kaa janataa le sadhaim duhkha paairahe kaa chhan yast0 ghinalaagd0 sarakaara k0 antya garaum gariba janataa khulera jiunu parne adhikaara sarakaara le milaah0s .,ghinalaagd0,GENERAL,1
2480,pulisa k0 gundaa gardi ra raajanitika dala kaa jh0le le gardaa desa maa bhae kaa janataa le sadhaim duhkha paairahe kaa chhan yast0 ghinalaagd0 sarakaara k0 antya garaum gariba janataa khulera jiunu parne adhikaara sarakaara le milaah0s .,jh0le,GENERAL,1
2481,aparaadhika daan kaa netaa haru sattaa maa ani pulisaprasaasana tinai aparaadhi netaa k0 gulaama banera gundaagardi ra aparaadha maa sumlagna bhae pachhi ty0 desa maa bidr0ha hune nischita chha .,aparaadhika daan kaa,GENERAL,1
2482,aparaadhika daan kaa netaa haru sattaa maa ani pulisaprasaasana tinai aparaadhi netaa k0 gulaama banera gundaagardi ra aparaadha maa sumlagna bhae pachhi ty0 desa maa bidr0ha hune nischita chha .,aparaadhi,GENERAL,1
2483,bardi phukaalera phaala nepaala pulisa .,bardi phukaalera phaala,GENERAL,1
2484,keh0 keh0 kaahaaॅ baata praata bhay0 bhanna laaja laagdaina y0 ch0ra prarabaktaataa laai y0 paapi h0 .,ch0ra,GENERAL,1
2485,y0 gadhaa le jhuta b0ly0 inkaautara k0 naama maa maanchhe maarna paainchha muthabheda bhae k0 maanchhe k0 haata 3 thaau maa bhaachinchha .,jhuta b0ly0,GENERAL,1
2486,"yi bamawaalaa pada l0lupa , hatyaaraa , atumkakaari haru le ki hatiyaara samarpana garera saantipurwaka waartaa maa aunu parchha , h0ina bhane yina laai pani chaaka maa bama lagaaera padkaaunu parchha .",bamawaalaa pada l0lupa,GENERAL,1
2487,yastaa laai prahari k0 prabaktaa kuna ch0ra le banaae k0 h0 yahi maathi chhaanabina garera jela k0chnu parne dekhiy0 .,ch0ra,GENERAL,1
2488,yastaa laai prahari k0 prabaktaa kuna ch0ra le banaae k0 h0 yahi maathi chhaanabina garera jela k0chnu parne dekhiy0 .,jela k0chnu,GENERAL,1
2489,y0 kaanuna nai gundaa naaike tarapha jaadai chha tesai le hatya hinsaa hudai chha pulisa bhaneni janataalaa jar0 audai chha jhuta k0 sahaaraa li dai chhna ini jana sewaka .,gundaa naaike,GENERAL,1
2490,y0 kaanuna nai gundaa naaike tarapha jaadai chha tesai le hatya hinsaa hudai chha pulisa bhaneni janataalaa jar0 audai chha jhuta k0 sahaaraa li dai chhna ini jana sewaka .,jar0 audai chha,GENERAL,1
2491,pulisa le ta jahileni jhuta b0lchha saalaa jnaanendra saahi laai hiraa sata maa kutchha kute k0 chhaina bhanchha saalaa ch0ra pulisa .,jhuta b0lchha,GENERAL,1
2492,hainaa y0 bisw0 bhanne wekti laai nepaala prahari k0 prawaktaa kuna bhaate le banaa k0 h0 .,kuna bhaate le banaa k0,GENERAL,1
2493,"yaae biswaraaja paaekharela ni bhrasta ra paarti kai dalaala haae , , yasa le saba jhuta baaeldai chha , , prahari le yaae janaa badhdha tarikaa le garie k0 enakaauntara haae prasta nai chha ta yastaa prahari hunu bhandaa ta nahunu besa nepaala prahari murdaawaada , , , .",bhrasta,GENERAL,1
2494,"yaae biswaraaja paaekharela ni bhrasta ra paarti kai dalaala haae , , yasa le saba jhuta baaeldai chha , , prahari le yaae janaa badhdha tarikaa le garie k0 enakaauntara haae prasta nai chha ta yastaa prahari hunu bhandaa ta nahunu besa nepaala prahari murdaawaada , , , .",dalaala,GENERAL,1
2495,"yaae biswaraaja paaekharela ni bhrasta ra paarti kai dalaala haae , , yasa le saba jhuta baaeldai chha , , prahari le yaae janaa badhdha tarikaa le garie k0 enakaauntara haae prasta nai chha ta yastaa prahari hunu bhandaa ta nahunu besa nepaala prahari murdaawaada , , , .",jhuta baaeldai chha,GENERAL,1
2496,"yaae biswaraaja paaekharela ni bhrasta ra paarti kai dalaala haae , , yasa le saba jhuta baaeldai chha , , prahari le yaae janaa badhdha tarikaa le garie k0 enakaauntara haae prasta nai chha ta yastaa prahari hunu bhandaa ta nahunu besa nepaala prahari murdaawaada , , , .",murdaawaada,GENERAL,1
2497,Dij k0 jhuta kuraa sthaaniya k0 anusaara jaani bujhi maare k0 h0 bhanne sthaaniya haru k0 bhanaai chha .,jhuta kuraa,GENERAL,1
2498,ahile k0 prahari sumgathana maa h0li waaina k0 prabhaawa pare k0 chha bhanne kuraa spasta bujhinchha !,h0li waaina,GENERAL,1
2499,biswaasil0 nepaala prahari aphnai kaama le aphai badanaama hudaichha bhane nepaali janataa le biswaasa garne thaaun chhaina !,badanaama hudaichha,GENERAL,1
2500,"pahilaa sarakaara le raamr0 kaama gare , ke bahulaa kukura le t0ke k0 chha ra , nepaali janataa wana wana bhautaaridai hidnu parne ... , aphu le raamr0 kaama pani nagarne ani aru le awaaja uthaay0 bhane inkaauntara maa parera maariy0 bhanne ... , tuchchha s0cha ra badhi paisaa k0 kh0ja garne haru sumga kahilyai sakidaina .. !",tuchchha s0cha,GENERAL,1
2501,"pahilaa sarakaara le raamr0 kaama gare , ke bahulaa kukura le t0ke k0 chha ra , nepaali janataa wana wana bhautaaridai hidnu parne ... , aphu le raamr0 kaama pani nagarne ani aru le awaaja uthaay0 bhane inkaauntara maa parera maariy0 bhanne ... , tuchchha s0cha ra badhi paisaa k0 kh0ja garne haru sumga kahilyai sakidaina .. !",bahulaa kukura le t0ke k0 chha,GENERAL,1
2502,sarlaai maa 1000 raaai maanchhe biplaba kaae paksa maa juruka uthisake .,uthisake,GENERAL,0
2503,kina aphu le gare k0 galati laai lukaaune garachha h0 pulisa .,galati laai lukaaune,GENERAL,1
2504,tala k0 prahari athawaa suraksaa karmi le galti garchha bhane teslaai kaarbaai garne barkhaasta garne garnuparchha taba suraksaa k0 byabasthaapana raamr0 hunchha prahari le gare k0 galtilaai dhaakachh0pa nai garnuparne hudaina y0 nepaala prahari sangathana k0 naraamr0 paksa h0 .,naraamr0 paksa,GENERAL,1
2505,y0 dinesa tripaathi nepaali kaamgresa ra yur0peli muluka k0 dalaala h0 tyahaa baata paisaa khaayara aparaadhi k0 wakaalata garchha .,dalaala,GENERAL,1
2506,y0 dinesa tripaathi nepaali kaamgresa ra yur0peli muluka k0 dalaala h0 tyahaa baata paisaa khaayara aparaadhi k0 wakaalata garchha .,paisaa khaayara,GENERAL,1
2507,"yadi d0h0r0 bhidanta h0 bhane kina 2 , 3 thaau maa haata bhaachie k0 chha prahari jhuth0 b0ldaichha .",jhuth0 b0ldaichha,GENERAL,1
2508,y0 patrukaara k0 ragata um le k0 chha kuna dina p0khinchha y0 saarai ugrarupa maa uttejita maa chha .,p0khinchha,GENERAL,1
2509,yastaa baata samaaja kasari safe h0laa .,kasari safe h0laa,GENERAL,1
2510,"y0 p0khrela prawaktaa k0 dherai intarbhyu heri sakiy0 , y0 maahaa phataahaa raichha .",phataahaa,GENERAL,1
2511,p0lice haru jhuta b0lchha paraaya jast0 jataa sakti chha utai ani jataa paisaa aunchha tetai laagchha sap0ta garchha ?,jhuta,GENERAL,1
2512,y0 sistamai thika chhainan badalnnu parchha jast0 laagchha ma laai ?,thika chhainan,GENERAL,1
2513,bardi lagaa k0 ch0ra pulisa thukka ter0 budi !,thukka ter0 budi,GENERAL,1
2514,manchhe tesari mardaa ni jhuta b0lchha .,jhuta b0lchha,GENERAL,1
2515,0ya saalaa p0kharela tum saalaa kati jhuthab0lanaa sakeh0laa .,saalaa,GENERAL,1
2516,yaae Dij jhuta baaelchha jnaanendra saahi kaae baare maa pani jhuta baalekaae chha .,jhuta baaelchha,GENERAL,1
2517,yaae Dij jhuta baaelchha jnaanendra saahi kaae baare maa pani jhuta baalekaae chha .,jhuta baalekaae chha,GENERAL,1
2518,"nepaala prahari kati samma laachaara ani bhrasta chha tyaae raamrari bujhie k0 bisaya haae , , , dherai spastikarana dinupardaina saba prahari netaa kaa chaakari garna bhatuwaa huna .",laachaara,GENERAL,1
2519,"nepaala prahari kati samma laachaara ani bhrasta chha tyaae raamrari bujhie k0 bisaya haae , , , dherai spastikarana dinupardaina saba prahari netaa kaa chaakari garna bhatuwaa huna .",bhrasta,GENERAL,1
2520,"nepaala prahari kati samma laachaara ani bhrasta chha tyaae raamrari bujhie k0 bisaya haae , , , dherai spastikarana dinupardaina saba prahari netaa kaa chaakari garna bhatuwaa huna .",bhatuwaa,GENERAL,1
2521,y0 1०० % jhuta b0le k0 chha prahari prabaktaa le nepaala maa prahari k0 jyadati biruddha ladne belaa aae k0 chha .,jhuta b0le k0 chha,GENERAL,1
2522,sattaa paksa k0 samarthana ma kaama garna prahari baadhya chha .,baadhya chha,GENERAL,1
2523,y0 diaiji k0 kuraa le ta desa d0nda maa jaane khataraa chha .,khataraa,GENERAL,1
2524,taalima praapta trenina paasa chhaati maa haandaa jumgala maa laasa e pulisa chhaati maa g0li kasari hulisa ?,g0li kasari hulisa,GENERAL,1
2525,pulisa k0 kuraa chai jhuth0 jast0 laagy0 hai ani pulisa k0 pani laaparawaahi hundai a k0 chha y0 pani testai h0ki bhane lagchha baa ki ta chaala khela h0laa raajaniti h0laa hai agaadi anusandhaana maa ke niskinchha chaala khela na h0sa raajaniti na h0sa satte taththe hunu parchha teti h0 .,jhuth0 jast0 laagy0,GENERAL,1
2526,pulisa k0 kuraa chai jhuth0 jast0 laagy0 hai ani pulisa k0 pani laaparawaahi hundai a k0 chha y0 pani testai h0ki bhane lagchha baa ki ta chaala khela h0laa raajaniti h0laa hai agaadi anusandhaana maa ke niskinchha chaala khela na h0sa raajaniti na h0sa satte taththe hunu parchha teti h0 .,laaparawaahi,GENERAL,1
2527,pulisa k0 kuraa chai jhuth0 jast0 laagy0 hai ani pulisa k0 pani laaparawaahi hundai a k0 chha y0 pani testai h0ki bhane lagchha baa ki ta chaala khela h0laa raajaniti h0laa hai agaadi anusandhaana maa ke niskinchha chaala khela na h0sa raajaniti na h0sa satte taththe hunu parchha teti h0 .,chaala khela,GENERAL,1
2528,patrakaara k0 araajakataa le gardaa desa nai ajhai muthabheda maa jaadaichha .,araajakataa,GENERAL,1
2529,yast0 khattama prawaktaa ahile samma dekhie k0 chhaina nepaala prahari badanaama hunu yastai prawariti bhae k0 wyakti haru le gardaa h0 .,khattama,GENERAL,1
2530,kendra dekhi jillaa jillaa samma wardidhaari gundaa haru k0 haalimuhaali chha .,wardidhaari gundaa,GENERAL,1
2531,y0 Dig p0khrela khaate le Gyanendra shai k0 bisaya maa pani jhuth0 b0le k0 thiy0 ahileta saraasara galata b0ldaiksa .,jhuth0 b0le k0,GENERAL,1
2532,y0 Dig p0khrela khaate le Gyanendra shai k0 bisaya maa pani jhuth0 b0le k0 thiy0 ahileta saraasara galata b0ldaiksa .,galata b0ldaiksa,GENERAL,1
2533,prabaktaa ekadama halkaa ra galata tarikaa le aphn0 bhanaai raakhdaichha .,halkaa ra galata,GENERAL,1
2534,y0 saraasara jhuth0 b0li raakhe k0 chha .,jhuth0,GENERAL,1
2535,prahari prabaktaa biswaraaja p0khrela nepaala prahari k0 kaanuna k0 kursi maa basy0 bhane janataa le nyaaya paaudain yasa laai hataaunai maa janataa k0 bhal0 hunchha janataa le tire k0 raka baata talaba bhataa khaaera ty0 bardi laaera ty0 khaala k0 ajimmewaari kuraa garnu mildaina prabaktaa sara prabaktaa p0khrela sara laai ty0 pada kursi bhaalu k0 kaana bhairaakhe k0 chha .,nyaaya paaudain,GENERAL,1
2536,hel0 pulisa k0 bhukne maanchhe ta saga th0rai pani naitikataa ra ijata chha bhane y0 pada baata raajinaamaa diera budhi k0 lugaa dhudai ghara maa basa .,bhukne maanchhe,GENERAL,1
2537,haami janajaati adibaasi ksetri baahuna haru jast0 mukha maa raama raama haata maa chhuraa hudaina saphaa mana hunchha kula maana ghisimnga ra dwawarika chaudhari le pramanaita gare k0 .,mukha maa raama raama haata maa chhuraa,GENERAL,1
2538,y0 paarti k0 jh0le patrakaara h0 yasalaai spastikarana dii rahana awasyaka chhaina dwaarikaa ji .,jh0le,GENERAL,1
2539,patrakaara baaheka sabai janaa meyer k0 pachhe maa chhan .,pachhe maa chhan,GENERAL,0
2540,galat garne patrakaara ani ghuskh0ri laai haannai parchha .,galat garne,GENERAL,1
2541,itahari meyara satya k0 paksa maa jangie k0 rahechhana aba any0la k0 kaal0 baadala phaatisake k0 chha sabai laai spasta bhae k0 chha .,satya k0 paksa,GENERAL,0
2542,raajendra ji le 100 ch0ti nai vannu v0 ta tapaai k0 charitra maa daag lagaauna kh0je k0 xaina .. prasna pichai .,charitra maa daag,GENERAL,1
2543,patrakaara le aphan0 galati lukaaera meera laai dabaaba dinu galati h0 je dekhiy0 meera saaheba mer0 bichaara maa eka dama sahi laagachha !,galati lukaaera,GENERAL,1
2544,patrakaara le aphan0 galati lukaaera meera laai dabaaba dinu galati h0 je dekhiy0 meera saaheba mer0 bichaara maa eka dama sahi laagachha !,sahi laagachha,GENERAL,0
2545,yahaan patrakaara nai galati laagachha !,galati laagachha,GENERAL,1
2546,G00d miyara jyu naaka h0ina patrakaar k0 galta lekhne haata ra jibr0 kaatnuparchha mer0 pani salaama chha .,G00d,GENERAL,0
2547,G00d miyara jyu naaka h0ina patrakaar k0 galta lekhne haata ra jibr0 kaatnuparchha mer0 pani salaama chha .,salaama,GENERAL,0
2548,patrukaara kuna paarti k0 jh0le h0 aphn0 sarira k0 haatti nadekhani arra kaa k0 sarira k0 likhaa dekhane yahi h0 .,jh0le,GENERAL,1
2549,meyara saaba tapaai mahaana hunahunchha sabai tapaai k0 saatha maa chhau aphn0 adiga maa basnu h0laa salaama chha tapaai laai .,mahaana,GENERAL,0
2550,meyara saaba tapaai mahaana hunahunchha sabai tapaai k0 saatha maa chhau aphn0 adiga maa basnu h0laa salaama chha tapaai laai .,salaama,GENERAL,0
2551,"dhanyabaada meyara yastai hunu parchha yastaa ghusakhaaeri dalaala haru laai naakakaae daari maatra haaeina uphri uphri ghumi ghumi laataa le haanera dhaada bhaachnu parchha , .",dhanyabaada,GENERAL,0
2552,"dhanyabaada meyara yastai hunu parchha yastaa ghusakhaaeri dalaala haru laai naakakaae daari maatra haaeina uphri uphri ghumi ghumi laataa le haanera dhaada bhaachnu parchha , .",ghusakhaaeri dalaala,GENERAL,1
2553,bhrastaachaari laai phulamaalaa le swaagata garekaae bhaai yati charchaaka maa aaune thiaina ke garne thaarukaae chhaaeraae sidhaa kuraa garna maatra jaane kaae hunchha raamr0 garnu bhaae meyara jiu bhrastaachaari laai bhaate karbaahi garnuparnechha dhanyawaada meyarajiu .,dhanyawaada,GENERAL,0
2554,meyara saaba k0 mana saphaa chha desa maa bikaasa garnu yastai netaa chaahinchha .,mana saphaa chha,GENERAL,0
2555,"chaatu , pita ra jh0le patrakaara k0 bachaau gardai y0 patrakaara le questi0n garchha s0jh0 imaandaara meyara saga .",s0jh0 imaandaara,GENERAL,0
2556,"chaatu , pita ra jh0le patrakaara k0 bachaau gardai y0 patrakaara le questi0n garchha s0jh0 imaandaara meyara saga .","chaatu , pita ra jh0le",GENERAL,1
2557,l0paarnu parni ta y0 nekchi laai pani raichha meyara saaba .,nekchi,GENERAL,1
2558,dwaarikaa ji k0 akr0sa maa kehi galata dekhindaina I thing he ' s g00d p0rti0n .. .,galata dekhindaina,GENERAL,0
2559,"naaka h0ina bhrastaachaari k0 khuttaa bhaachnuh0sa meyara saaba , , , .",bhrastaachaari,GENERAL,1
2560,bhrastaachaari haru chalabalaaunu thikai h0 ?,bhrastaachaari,GENERAL,1
2561,nepaala maa patrakaara kama putrakaari dherai chhana salaama miyara jyulaai jaya nepaala .,salaama,GENERAL,0
2562,nepaala maa patrakaara kama putrakaari dherai chhana salaama miyara jyulaai jaya nepaala .,kama,GENERAL,1
2563,"sahi kur0 meyara ju , chh0danu hudaina bhrasta dalaala jh0le haru laai khaana napaaera ar0pa , tapaai k0 kaama pratika garwa kaa saatha salaama , aba jnaanendra saahi , surendra sara , baalakarisna ama jantaa saatha dinechh0 .",sahi kur0,GENERAL,0
2564,"sahi kur0 meyara ju , chh0danu hudaina bhrasta dalaala jh0le haru laai khaana napaaera ar0pa , tapaai k0 kaama pratika garwa kaa saatha salaama , aba jnaanendra saahi , surendra sara , baalakarisna ama jantaa saatha dinechh0 .",garwa kaa saatha salaama,GENERAL,0
2565,"sahi kur0 meyara ju , chh0danu hudaina bhrasta dalaala jh0le haru laai khaana napaaera ar0pa , tapaai k0 kaama pratika garwa kaa saatha salaama , aba jnaanendra saahi , surendra sara , baalakarisna ama jantaa saatha dinechh0 .",saatha dinechh0,GENERAL,0
2566,"sahi kur0 meyara ju , chh0danu hudaina bhrasta dalaala jh0le haru laai khaana napaaera ar0pa , tapaai k0 kaama pratika garwa kaa saatha salaama , aba jnaanendra saahi , surendra sara , baalakarisna ama jantaa saatha dinechh0 .",bhrasta dalaala jh0le,GENERAL,1
2567,"patrakaara le chaai je gare pani chhuta , ani meyara le chaai awesa maa b0le k0 kuraa laai sabai patrakaara le pahaada nai banaae .",pahaada nai banaae,GENERAL,1
2568,akhira sabai patrakaara eutai dyaana k0 na pare .,dyaana,GENERAL,1
2569,meyara saapa le 100% sahi kuraa garnu bhae k0 chha !,sahi kuraa garnu,GENERAL,0
2570,y0 patrakaara k0 b0lne saili aru k0 tulanaa maa thikai laagy0 .,thikai laagy0,GENERAL,0
2571,saalaa saba le meyara saaba kai pachhi parechha kasai le ty0 patrakaara k0 antara bartaa dekhaaudai nata s0dhenan eutaa bhrastachaari k0 pardaapha़asa gardaa eti saasati ra eti k0 jawaapha dinuparne meyara saaba le thuika nepaala k0 pite paatrukaara ra kupaatrukaaritaa 🤮 .,pite paatrukaara ra kupaatrukaaritaa,GENERAL,1
2572,mer0 desa maa tapaai jast0 meyara dekhdaa sarai khusi chhu .,khusi chhu,GENERAL,0
2573,salaama chha meyara ji jegarnu bhaa k0 chha sahi garnu bhaa k0 chha .,sahi garnu,GENERAL,0
2574,salaama chha meyara ji jegarnu bhaa k0 chha sahi garnu bhaa k0 chha .,salaama,GENERAL,0
2575,9०% patrakaara raajanitika dala kaa dalaala huna .,dalaala,GENERAL,1
2576,1०% patrakaara laai mer0 sammaana .,sammaana,GENERAL,0
2577,bhrastaachaara niyantrana maa meyara saapa k0 kadama thika chha .,thika chha,GENERAL,0
2578,Mayar sab k0 chhabi dhamilyaaune kh0jne patrakar le ksetipurti byah0rnu parchha✊ .,chhabi dhamilyaaune,GENERAL,1
2579,pratrakaara maaehadaya bastama maa chaaaidhari jati kaae imaandaara maanchhe arkaae maanchhe khaaejera intarabhiu linu ani tapaai kaae intarabhiyu kaae imaandaaritaa dekhinchha kaae khaaejnu hunchha kuna ksetra maa khaaejnu hunchha raajenda ji .,imaandaara,GENERAL,0
2580,"maaphi namaagnu meyara ji , tapaai sahi hunuhunchha .",maaphi namaagnu,GENERAL,0
2581,"maaphi namaagnu meyara ji , tapaai sahi hunuhunchha .",sahi hunuhunchha,GENERAL,0
2582,niyaama kaanuna k0 saahaaraa lera c0rrupted harulaa safe garna pary0 vanne hamr0 rajendra ji k0 c0nclusi0n ... . waaa .,c0rrupted,GENERAL,1
2583,"prast0taa ra paahunaa duwai k0 antarabaartaa sahi laagy0 , yast0 hunuparchha ni ta kaaryakrama bhane k0 .",sahi laagy0,GENERAL,0
2584,dwaarikaajastaa s0jh0 sarala imaandaara maanchhe pani meyara huni raichhna .,s0jh0 sarala imaandaara,GENERAL,0
2585,meyara saapa k0 bhanaai prati mer0 sammaana tara raajendra jast0 asala patrakaara le meyara laai baikaka h0liwaaina khaanaa jaanu bh0 bhanera s0dhe k0 prasna prati mer0 apatti chha .,asala,GENERAL,0
2586,meyara saapa k0 bhanaai prati mer0 sammaana tara raajendra jast0 asala patrakaara le meyara laai baikaka h0liwaaina khaanaa jaanu bh0 bhanera s0dhe k0 prasna prati mer0 apatti chha .,apatti,GENERAL,1
2587,meyara saapa k0 bhanaai prati mer0 sammaana tara raajendra jast0 asala patrakaara le meyara laai baikaka h0liwaaina khaanaa jaanu bh0 bhanera s0dhe k0 prasna prati mer0 apatti chha .,sammaana,GENERAL,0
2588,meraya saayaba le thika garnu bhae k0 chha yastaa pita patrakaara garna khaatelaai aba naaka k0 daadhi bhaachne maatra haina aba g0li haanu parchha meyara saaeba .,thika garnu,GENERAL,0
2589,meraya saayaba le thika garnu bhae k0 chha yastaa pita patrakaara garna khaatelaai aba naaka k0 daadhi bhaachne maatra haina aba g0li haanu parchha meyara saaeba .,pita,GENERAL,1
2590,meyara k0 jaya h0sa yasari nai aghi badhanu h0laa .,aghi badhanu h0laa,GENERAL,0
2591,meyara k0 jaya h0sa yasari nai aghi badhanu h0laa .,jaya h0sa,GENERAL,0
2592,jabarjasti maaphi maaga maaphi maaga re ke ghantaa k0 maaphi maagne maagnu pardaina .,ghantaa,GENERAL,1
2593,pita patrakaaritaa garne k0 naaka k0 haddi bhaachidine ta h0 ni .,pita,GENERAL,1
2594,atti bhae pachhi bhrastaachaari k0 naaka k0 haddi maatrai h0ina maardinu nai parchha .,bhrastaachaari,GENERAL,1
2595,meyara saapha 100% sahi bichaara raamr0 nabiraaunu nadaraaunu sachchaa janataa hajura k0 saatha maa chhna .,sahi bichaara raamr0,GENERAL,0
2596,maaphi maknu paradaina kunai midiyaa maa gaera eka phataa patrakaara k0 apamaana gare k0 bae k0 le ty0i phaataa laai sap0ta gari juna midiyaa le pani intarabiyu linchha aru midiyaa k0 bandaa pharaka prasna garna saakina aba meyara midiyaa maa jaanu kama garnuh0sa kin ki yastaa patrakaara gumaai phiraai phasaaunu kh0chchha .,phataa,GENERAL,1
2597,thulaa midiyaa pani hundaa hundai kaataa kataa gaya h0. desa le maage jast0 ti. bi s0 auna chh0de k0 chha .,chh0de k0 chha,GENERAL,1
2598,meyara saahiba baaki thike chha tara prastuta hunuhune sahili chaahi pheranu h0laa ra nepaala maa 9० prati sumta patrakaara jaasusi nepaala kaa chaiwara netaa kaa chhewaraa dalaala chhana jaste hudaana gnendra saaha k0 mudaa jhailepatrakaara kanalaa k0 ch0ra .,thike chha,GENERAL,0
2599,meyara saahiba baaki thike chha tara prastuta hunuhune sahili chaahi pheranu h0laa ra nepaala maa 9० prati sumta patrakaara jaasusi nepaala kaa chaiwara netaa kaa chhewaraa dalaala chhana jaste hudaana gnendra saaha k0 mudaa jhailepatrakaara kanalaa k0 ch0ra .,chhewaraa dalaala,GENERAL,1
2600,meyara dwaarikaalaala chaudhari dhilaa ae kadaa ae salute chha meyara ji laai !,dhilaa ae kadaa ae salute chha,GENERAL,0
2601,tyestaa pita patrakaaritaa garne k0 naaka kaanuna le ta bachaaulaa tara naaka j0gaauna naitikataa nai chaahinchha !,pita,GENERAL,1
2602,chaudhari k0 kuraa thika chha .,thika chha,GENERAL,0
